OFFENSE_CODE_GROUP,DISTRICT,YEAR,HOUR,TIME
Simple Assault,A7,2018,1,1
Drug Violation,A7,2018,1,1
Medical Assistance,A1,2018,1,1
Medical Assistance,A1,2018,1,1
Violations,A1,2018,1,1
Larceny From Motor Vehicle,A7,2018,1,1
Operating Under the Influence,A7,2018,1,1
Vandalism,A1,2018,1,1
Aggravated Assault,A7,2018,1,1
Investigate Person,A15,2018,1,1
Larceny From Motor Vehicle,A1,2018,1,1
Aggravated Assault,A1,2018,1,1
Simple Assault,A1,2018,1,1
License Violation,A1,2018,1,1
Aggravated Assault,A1,2018,1,1
Robbery,A7,2018,1,1
Vandalism,A1,2018,1,1
Property Lost,A1,2018,1,1
Larceny,A1,2018,1,1
Vandalism,A1,2018,1,1
Vandalism,A1,2018,1,1
Aggravated Assault,A1,2018,1,1
Vandalism,A1,2018,1,1
Simple Assault,A1,2018,1,1
Simple Assault,A1,2018,1,1
Disorderly Conduct,A1,2018,1,1
License Violation,A1,2018,1,1
Motor Vehicle Accident Response,A7,2018,1,1
Medical Assistance,A7,2018,1,1
Commercial Burglary,A1,2018,1,1
Simple Assault,A1,2018,1,1
Drug Violation,A1,2018,1,1
Simple Assault,A1,2018,1,1
Larceny,A7,2018,1,1
Medical Assistance,A1,2018,1,1
Firearm Violations,A1,2018,1,1
Other,A1,2018,1,1
Warrant Arrests,A1,2018,1,1
Police Service Incidents,A1,2018,1,1
Larceny,A7,2018,1,1
Larceny,A1,2018,1,1
Drug Violation,A7,2018,1,1
Other,A1,2018,1,1
Larceny,A1,2018,1,1
Vandalism,A1,2018,1,1
Medical Assistance,A1,2018,1,1
Vandalism,A1,2018,1,1
Disorderly Conduct,A1,2018,1,1
Property Lost,A1,2018,1,1
Motor Vehicle Accident Response,A1,2018,1,1
Verbal Disputes,A7,2018,1,1
Motor Vehicle Accident Response,A7,2018,1,1
Investigate Property,A1,2018,1,1
Police Service Incidents,A1,2018,1,1
Larceny,A1,2018,1,1
Confidence Games,A1,2018,1,1
Aggravated Assault,A1,2018,1,1
Motor Vehicle Accident Response,A1,2018,1,1
Simple Assault,A1,2018,1,1
Medical Assistance,A1,2018,1,1
Medical Assistance,A7,2018,1,1
Property Lost,A1,2018,1,1
Motor Vehicle Accident Response,A7,2018,1,1
Motor Vehicle Accident Response,A7,2018,1,1
Violations,A1,2018,1,1
Disorderly Conduct,A1,2018,1,1
Aggravated Assault,A1,2018,1,1
Simple Assault,A1,2018,1,1
Vandalism,A1,2018,1,1
Investigate Property,A15,2018,1,1
Simple Assault,A1,2018,1,1
Property Lost,A1,2018,1,1
Larceny,A1,2018,1,1
Property Lost,A1,2018,1,1
Simple Assault,A1,2018,1,1
Aggravated Assault,A7,2018,1,1
Police Service Incidents,A1,2018,1,1
License Violation,A1,2018,1,1
Simple Assault,A1,2018,1,1
Medical Assistance,A1,2018,1,1
Larceny,A1,2018,1,1
Confidence Games,A1,2018,1,1
Recovered Stolen Property,A1,2018,1,1
Warrant Arrests,A1,2018,1,1
Investigate Person,A7,2018,1,1
Larceny,A1,2018,1,1
Fraud,A1,2018,1,1
Simple Assault,A1,2018,1,1
Property Lost,A1,2018,1,1
Larceny,A1,2018,1,1
Confidence Games,A1,2018,1,1
Evading Fare,A1,2018,1,1
Drug Violation,A1,2018,1,1
Simple Assault,A7,2018,1,1
Medical Assistance,A7,2018,1,1
Motor Vehicle Accident Response,A7,2018,1,1
Larceny,A1,2018,1,1
Simple Assault,A1,2018,1,1
Police Service Incidents,A1,2018,1,1
Aggravated Assault,A1,2018,1,1
Robbery,A1,2018,1,1
Confidence Games,A1,2018,1,1
Larceny,A1,2018,1,1
Violations,A7,2018,1,1
Vandalism,A1,2018,1,1
Robbery,A1,2018,1,1
Robbery,A1,2018,1,1
Aggravated Assault,A1,2018,1,1
Simple Assault,A1,2018,1,1
License Violation,A1,2018,1,1
Motor Vehicle Accident Response,A1,2018,1,1
Larceny,A7,2018,1,1
Investigate Person,A7,2018,1,1
Robbery,A1,2018,1,1
Operating Under the Influence,A7,2018,1,1
Aggravated Assault,A15,2018,1,1
Motor Vehicle Accident Response,A15,2018,1,1
Larceny,A7,2018,1,1
Larceny,A1,2018,1,1
Vandalism,A1,2018,1,1
Simple Assault,A1,2018,1,1
Fraud,A1,2018,1,1
Other,A1,2018,1,1
Disorderly Conduct,A1,2018,1,1
Medical Assistance,A1,2018,1,1
Investigate Property,A1,2018,1,1
Property Lost,A1,2018,1,1
Medical Assistance,A7,2018,1,1
Warrant Arrests,A1,2018,1,1
Larceny,A7,2018,1,1
Vandalism,A7,2018,1,1
Investigate Person,A1,2018,1,1
Aggravated Assault,A1,2018,1,1
Vandalism,A1,2018,1,1
Medical Assistance,A1,2018,1,1
Motor Vehicle Accident Response,A1,2018,1,1
Warrant Arrests,A1,2018,1,1
Larceny,A1,2018,1,1
Larceny,A1,2018,1,1
Residential Burglary,A1,2018,1,1
Simple Assault,A7,2018,1,1
Larceny From Motor Vehicle,A7,2018,1,1
Operating Under the Influence,A7,2018,1,1
Violations,A7,2018,1,1
Simple Assault,A7,2018,1,1
Vandalism,A7,2018,1,1
Disorderly Conduct,A7,2018,1,1
Simple Assault,A1,2018,1,1
Disorderly Conduct,A1,2018,1,1
Medical Assistance,A1,2018,1,1
Violations,A1,2018,1,1
Larceny,A1,2018,1,1
Other,A1,2018,1,1
Medical Assistance,A7,2018,1,1
Simple Assault,A1,2018,1,1
Robbery,A1,2018,1,1
Disorderly Conduct,A1,2018,1,1
Other,A1,2018,1,1
Other,A1,2018,1,1
Simple Assault,A15,2018,1,1
Vandalism,A15,2018,1,1
License Violation,A7,2018,1,1
Vandalism,A1,2018,1,1
Larceny From Motor Vehicle,A1,2018,1,1
Operating Under the Influence,A1,2018,1,1
Other,A1,2018,1,1
Aggravated Assault,A1,2018,1,1
Vandalism,A1,2018,1,1
Motor Vehicle Accident Response,A1,2018,1,1
Harassment,A15,2018,1,1
Violations,A1,2018,1,1
Drug Violation,A1,2018,1,1
Violations,A1,2018,1,1
Larceny,A1,2018,1,1
Motor Vehicle Accident Response,A15,2018,1,1
Other,A7,2018,1,1
Investigate Property,A1,2018,1,1
Larceny,A1,2018,1,1
Simple Assault,A1,2018,1,1
Investigate Person,A7,2018,1,1
Simple Assault,A1,2018,1,1
Drug Violation,A1,2018,1,1
Property Found,A1,2018,1,1
Other,A15,2018,1,1
Other,A15,2018,1,1
Vandalism,A1,2018,1,1
Larceny From Motor Vehicle,A1,2018,1,1
Larceny From Motor Vehicle,A15,2018,1,1
Vandalism,A1,2018,1,1
Simple Assault,A1,2018,1,1
Motor Vehicle Accident Response,A15,2018,1,1
Investigate Person,A1,2018,1,1
Commercial Burglary,A1,2018,1,1
Commercial Burglary,A1,2018,1,1
Police Service Incidents,A1,2018,1,1
Other,A1,2018,1,1
Simple Assault,A1,2018,1,1
License Violation,A1,2018,1,1
Warrant Arrests,A1,2018,1,1
Warrant Arrests,A1,2018,2,1
Simple Assault,A7,2018,2,1
Medical Assistance,A7,2018,2,1
Simple Assault,A1,2018,2,1
Other,A1,2018,2,1
Robbery,A1,2018,2,1
Aggravated Assault,A1,2018,2,1
Towed,A1,2018,2,1
Violations,A1,2018,2,1
Motor Vehicle Accident Response,A1,2018,2,1
Motor Vehicle Accident Response,A1,2018,2,1
Larceny,A1,2018,2,1
Motor Vehicle Accident Response,A7,2018,2,1
Auto Theft,A7,2018,2,1
Other,A7,2018,2,1
Vandalism,A1,2018,2,1
Medical Assistance,A1,2018,2,1
Property Lost,A7,2018,2,1
Larceny,A1,2018,2,1
Residential Burglary,A1,2018,2,1
Vandalism,A1,2018,2,1
Other,A1,2018,2,1
Verbal Disputes,A15,2018,2,1
Vandalism,A1,2018,2,1
Simple Assault,A1,2018,2,1
Towed,A7,2018,2,1
Aggravated Assault,A1,2018,2,1
Commercial Burglary,A1,2018,2,1
Violations,A1,2018,2,1
Vandalism,A7,2018,2,1
Motor Vehicle Accident Response,A1,2018,2,1
Medical Assistance,A1,2018,2,1
Simple Assault,A1,2018,2,1
Vandalism,A7,2018,2,1
Fire Related Reports,A7,2018,2,1
Vandalism,A7,2018,2,1
Investigate Person,A1,2018,2,1
Motor Vehicle Accident Response,A15,2018,2,1
Vandalism,A1,2018,2,1
Other,A7,2018,2,1
Other,A1,2018,2,1
Medical Assistance,A1,2018,2,1
Motor Vehicle Accident Response,A1,2018,2,1
Aggravated Assault,A1,2018,2,1
Drug Violation,A1,2018,2,1
Larceny,A1,2018,2,1
Vandalism,A1,2018,2,1
Warrant Arrests,A1,2018,2,1
Investigate Person,A1,2018,2,1
Verbal Disputes,A7,2018,2,1
Motor Vehicle Accident Response,A7,2018,2,1
Operating Under the Influence,A1,2018,2,1
Violations,A1,2018,2,1
Investigate Person,A15,2018,2,1
Confidence Games,A1,2018,2,1
Medical Assistance,A1,2018,2,1
Property Lost,A1,2018,2,1
Investigate Property,A1,2018,2,1
Medical Assistance,A15,2018,2,1
Medical Assistance,A7,2018,2,1
Towed,A1,2018,2,1
Motor Vehicle Accident Response,A1,2018,2,1
Medical Assistance,A7,2018,2,1
Towed,A1,2018,2,1
Larceny,A1,2018,2,1
Confidence Games,A1,2018,2,1
Larceny,A1,2018,2,1
Motor Vehicle Accident Response,A1,2018,2,1
Residential Burglary,A1,2018,2,1
Vandalism,A7,2018,2,1
Simple Assault,A1,2018,2,1
Simple Assault,A1,2018,2,1
Towed,A7,2018,2,1
Medical Assistance,A1,2018,2,1
Ballistics,A7,2018,2,1
Violations,A1,2018,2,1
Other,A1,2018,2,1
Confidence Games,A15,2018,2,1
Aggravated Assault,A1,2018,2,1
Property Found,A1,2018,2,1
Fraud,A1,2018,2,1
Investigate Property,A1,2018,2,1
Other,A1,2018,2,1
Violations,A1,2018,2,1
Motor Vehicle Accident Response,A1,2018,2,1
Vandalism,A1,2018,2,1
Aggravated Assault,A1,2018,2,1
Firearm Violations,A1,2018,2,1
Simple Assault,A1,2018,2,1
Violations,A1,2018,2,1
Motor Vehicle Accident Response,A1,2018,2,1
Property Related Damage,A1,2018,2,1
Property Found,A1,2018,2,1
Violations,A1,2018,2,1
Motor Vehicle Accident Response,A1,2018,2,1
Commercial Burglary,A1,2018,2,1
Towed,A1,2018,2,1
Residential Burglary,A1,2018,2,1
Vandalism,A1,2018,2,1
Disorderly Conduct,A1,2018,2,1
Residential Burglary,A7,2018,2,1
Missing Person Located,A1,2018,2,1
Missing Person Reported,A1,2018,2,1
Aggravated Assault,A1,2018,2,1
Aggravated Assault,A7,2018,2,1
Simple Assault,A7,2018,2,1
Vandalism,A1,2018,2,1
Verbal Disputes,A1,2018,2,1
Residential Burglary,A7,2018,2,1
Motor Vehicle Accident Response,A1,2018,2,1
Investigate Person,A7,2018,2,1
Robbery,A7,2018,2,1
Fraud,A1,2018,2,1
Simple Assault,A1,2018,2,1
Investigate Person,A1,2018,2,1
Robbery,A1,2018,2,1
Larceny,A1,2018,2,1
Vandalism,A15,2018,2,1
Simple Assault,A1,2018,2,1
Robbery,A1,2018,2,1
Vandalism,A1,2018,2,1
Disorderly Conduct,A1,2018,2,1
Other,A1,2018,2,1
Simple Assault,A1,2018,2,1
Medical Assistance,A1,2018,2,1
Investigate Person,A7,2018,2,1
Investigate Property,A1,2018,2,1
Larceny,A1,2018,2,1
Property Lost,A1,2018,2,1
Towed,A1,2018,2,1
Auto Theft,A15,2018,2,1
Motor Vehicle Accident Response,A15,2018,2,1
Larceny,A1,2018,2,1
Motor Vehicle Accident Response,A7,2018,2,1
Robbery,A1,2018,2,1
Simple Assault,A1,2018,2,1
Larceny From Motor Vehicle,A1,2018,2,1
Robbery,A1,2018,2,1
Simple Assault,A1,2018,2,1
Commercial Burglary,A1,2018,2,1
Towed,A1,2018,2,1
Medical Assistance,A1,2018,2,1
Robbery,A1,2018,2,1
Medical Assistance,A7,2018,2,1
License Violation,A1,2018,2,1
Simple Assault,A1,2018,2,1
Vandalism,A1,2018,2,1
Investigate Person,A1,2018,2,1
Investigate Property,A1,2018,2,1
Robbery,A1,2018,2,1
Larceny From Motor Vehicle,A1,2018,2,1
Vandalism,A1,2018,2,1
Warrant Arrests,A1,2018,2,1
Medical Assistance,A15,2018,2,1
Larceny From Motor Vehicle,A1,2018,2,1
Towed,A1,2018,2,1
Simple Assault,A7,2018,2,1
Towed,A1,2018,2,1
Larceny,A7,2018,2,1
Investigate Person,A1,2018,2,1
Investigate Property,A1,2018,2,1
Firearm Violations,A1,2018,2,1
Warrant Arrests,A1,2018,2,1
Drug Violation,A15,2018,2,1
Search Warrants,A15,2018,2,1
Investigate Property,A1,2018,2,1
Robbery,A1,2018,2,1
Firearm Violations,A1,2018,2,1
Simple Assault,A1,2018,2,1
Motor Vehicle Accident Response,A1,2018,2,1
Medical Assistance,A1,2018,2,1
Simple Assault,A1,2018,2,1
Warrant Arrests,A1,2018,2,1
Aggravated Assault,A1,2018,2,1
Larceny From Motor Vehicle,A1,2018,2,1
Larceny,A1,2018,2,1
Fraud,A1,2018,2,1
Medical Assistance,A1,2018,2,1
Towed,A1,2018,2,1
Missing Person Reported,A7,2018,2,1
Vandalism,A1,2018,2,1
Larceny From Motor Vehicle,A1,2018,2,1
Robbery,A7,2018,2,1
Aggravated Assault,A7,2018,2,1
Aggravated Assault,A1,2018,2,1
Simple Assault,A1,2018,2,1
Medical Assistance,A7,2018,2,1
Vandalism,A1,2018,2,1
Larceny,A1,2018,2,1
Larceny From Motor Vehicle,A1,2018,2,1
Aggravated Assault,A1,2018,2,1
Simple Assault,A1,2018,2,1
Medical Assistance,A1,2018,2,1
Larceny,A1,2018,2,1
Medical Assistance,A1,2018,2,1
Harassment,A1,2018,2,1
Towed,A1,2018,2,1
Robbery,A1,2018,2,1
Aggravated Assault,A1,2018,2,1
Medical Assistance,A7,2018,2,1
Motor Vehicle Accident Response,A7,2018,2,1
Aggravated Assault,A7,2018,2,1
Investigate Property,A1,2018,2,1
Towed,A7,2018,2,1
Operating Under the Influence,A7,2018,2,1
Motor Vehicle Accident Response,A7,2018,2,1
Investigate Property,A15,2018,2,1
Vandalism,A1,2018,2,1
Simple Assault,A1,2018,2,1
Robbery,A1,2018,2,1
Towed,A1,2018,2,1
Simple Assault,A15,2018,2,1
Towed,A1,2018,2,1
Medical Assistance,A1,2018,2,1
Motor Vehicle Accident Response,A1,2018,2,1
Motor Vehicle Accident Response,A1,2018,2,1
Disorderly Conduct,A1,2018,2,1
License Violation,A1,2018,2,1
Aggravated Assault,A1,2018,2,1
Robbery,A1,2018,2,1
Simple Assault,A1,2018,2,1
Vandalism,A1,2018,2,1
Simple Assault,A1,2018,2,1
Aggravated Assault,A1,2018,2,1
Simple Assault,A1,2018,2,1
Disorderly Conduct,A1,2018,2,1
Motor Vehicle Accident Response,A1,2018,2,1
Property Lost,A1,2018,2,1
Towed,A1,2018,2,1
Simple Assault,A1,2018,2,1
Medical Assistance,A1,2018,2,1
Aggravated Assault,A1,2018,2,1
Simple Assault,A1,2018,2,1
Simple Assault,A1,2018,2,1
Simple Assault,A1,2018,2,1
Property Lost,A1,2018,2,1
Medical Assistance,A7,2018,2,1
Motor Vehicle Accident Response,A1,2018,2,1
License Violation,A1,2018,2,1
Robbery,A1,2018,2,1
Aggravated Assault,A1,2018,2,1
Motor Vehicle Accident Response,A7,2018,2,1
Larceny,A1,2018,2,1
Aggravated Assault,A7,2018,2,1
Vandalism,A7,2018,2,1
Towed,A1,2018,2,1
Simple Assault,A1,2018,2,1
Investigate Person,A15,2018,2,1
Simple Assault,A1,2018,2,1
Robbery,A1,2018,2,1
Simple Assault,A1,2018,2,1
Simple Assault,A1,2018,2,1
Larceny,A1,2018,2,1
Vandalism,A1,2018,2,1
Towed,A7,2018,2,1
Property Lost,A1,2018,2,1
Larceny,A1,2018,2,1
Motor Vehicle Accident Response,A1,2018,2,1
Investigate Person,A1,2018,2,1
Larceny From Motor Vehicle,A1,2018,2,1
Medical Assistance,A1,2018,2,1
Towed,A1,2018,2,1
Investigate Person,A1,2018,2,1
Medical Assistance,A1,2018,2,1
Robbery,A7,2018,2,1
Medical Assistance,A7,2018,2,1
Motor Vehicle Accident Response,A7,2018,2,1
Operating Under the Influence,A7,2018,2,1
Simple Assault,A1,2018,2,1
Other,A1,2018,2,1
Medical Assistance,A7,2018,2,1
Towed,A1,2018,2,1
Aggravated Assault,A1,2018,2,1
Larceny,A1,2018,2,1
Investigate Property,A7,2018,2,1
Motor Vehicle Accident Response,A7,2018,2,1
Larceny From Motor Vehicle,A1,2018,2,1
Simple Assault,A1,2018,2,1
Operating Under the Influence,A7,2018,2,1
Motor Vehicle Accident Response,A1,2018,2,1
License Violation,A1,2018,2,1
Simple Assault,A1,2018,2,1
Investigate Property,A1,2018,2,1
Simple Assault,A1,2018,2,1
Simple Assault,A1,2018,2,1
Disorderly Conduct,A1,2018,2,1
Simple Assault,A1,2018,2,1
Motor Vehicle Accident Response,A1,2018,2,1
Property Lost,A1,2018,2,1
Vandalism,A1,2018,2,1
Robbery,A7,2018,2,1
Operating Under the Influence,A7,2018,2,1
Verbal Disputes,A1,2018,2,1
License Plate Related Incidents,A7,2018,2,1
Motor Vehicle Accident Response,A7,2018,2,1
Motor Vehicle Accident Response,A1,2018,2,1
Larceny,A7,2018,2,1
Aggravated Assault,A1,2018,2,1
License Violation,A1,2018,2,1
Simple Assault,A1,2018,2,1
Vandalism,A7,2018,2,1
Robbery,A1,2018,2,1
Police Service Incidents,A1,2018,2,1
Investigate Person,A1,2018,2,1
Vandalism,A1,2018,2,1
Verbal Disputes,A15,2018,2,1
Motor Vehicle Accident Response,A1,2018,2,1
Robbery,A7,2018,2,1
Robbery,A7,2018,2,1
Simple Assault,A1,2018,2,1
Disorderly Conduct,A1,2018,2,1
Investigate Property,A1,2018,2,1
Investigate Person,A1,2018,2,1
Vandalism,A1,2018,2,1
Robbery,A7,2018,2,1
Aggravated Assault,A1,2018,2,1
Other,A1,2018,2,1
Motor Vehicle Accident Response,A1,2018,2,1
Property Related Damage,A7,2018,2,1
Medical Assistance,A15,2018,2,1
Robbery,A1,2018,2,1
Property Lost,A1,2018,2,1
Simple Assault,A1,2018,2,1
Vandalism,A1,2018,2,1
Simple Assault,A1,2018,2,1
Medical Assistance,A1,2018,2,1
Simple Assault,A1,2018,2,1
Disorderly Conduct,A1,2018,2,1
Other,A7,2018,2,1
Property Lost,A1,2018,2,1
Aggravated Assault,A1,2018,2,1
Towed,A7,2018,2,1
Simple Assault,A1,2018,2,1
Investigate Person,A7,2018,2,1
Disorderly Conduct,A1,2018,2,1
Simple Assault,A1,2018,2,1
Other,A1,2018,2,1
License Violation,A1,2018,2,1
Disorderly Conduct,A1,2018,2,1
Medical Assistance,A1,2018,2,1
Operating Under the Influence,A7,2018,2,1
Property Lost,A1,2018,2,1
Evading Fare,A1,2018,2,1
Robbery,A1,2018,2,1
Simple Assault,A1,2018,2,1
Investigate Person,A7,2018,2,1
Larceny From Motor Vehicle,A1,2018,2,1
Other,A1,2018,2,1
Aggravated Assault,A1,2018,2,1
Aggravated Assault,A1,2018,2,1
Simple Assault,A1,2018,2,1
Larceny From Motor Vehicle,A1,2018,2,1
Simple Assault,A1,2018,2,1
Disorderly Conduct,A1,2018,2,1
License Violation,A1,2018,2,1
Medical Assistance,A1,2018,2,1
Motor Vehicle Accident Response,A1,2018,2,1
Motor Vehicle Accident Response,A1,2018,2,1
Vandalism,A1,2018,2,1
Motor Vehicle Accident Response,A1,2018,2,1
Fire Related Reports,A1,2018,2,1
Larceny From Motor Vehicle,A1,2018,2,1
Property Lost,A1,2018,2,1
Simple Assault,A1,2018,2,1
Aggravated Assault,A1,2018,2,1
Other,A1,2018,2,1
Simple Assault,A1,2018,2,1
Motor Vehicle Accident Response,A1,2018,2,1
Robbery,A1,2018,2,1
Robbery,A7,2018,2,1
Warrant Arrests,A7,2018,2,1
Other,A7,2018,2,1
Simple Assault,A7,2018,2,1
Disorderly Conduct,A7,2018,2,1
Drug Violation,A7,2018,2,1
Warrant Arrests,A7,2018,2,1
Medical Assistance,A1,2018,2,1
Motor Vehicle Accident Response,A1,2018,2,1
Robbery,A1,2018,2,1
Investigate Person,A1,2018,2,1
Fire Related Reports,A15,2018,2,1
Auto Theft,A1,2018,2,1
Motor Vehicle Accident Response,A1,2018,2,1
Motor Vehicle Accident Response,A1,2018,2,1
Medical Assistance,A7,2018,2,1
Fire Related Reports,A7,2018,2,1
Recovered Stolen Property,A7,2018,2,1
Simple Assault,A1,2018,2,1
Simple Assault,A1,2018,2,1
Investigate Person,A1,2018,2,1
Aggravated Assault,A1,2018,2,1
Vandalism,A1,2018,2,1
Larceny,A1,2018,2,1
Motor Vehicle Accident Response,A1,2018,2,1
Other,A1,2018,2,1
Simple Assault,A1,2018,2,1
Aggravated Assault,A1,2018,2,1
Vandalism,A15,2018,2,1
Verbal Disputes,A15,2018,2,1
Vandalism,A1,2018,2,1
Simple Assault,A1,2018,2,1
Other,A1,2018,2,1
Vandalism,A1,2018,2,1
Simple Assault,A1,2018,2,1
Motor Vehicle Accident Response,A7,2018,2,1
Larceny,A1,2018,2,1
Simple Assault,A1,2018,2,1
Vandalism,A1,2018,2,1
Investigate Person,A7,2018,2,1
Vandalism,A1,2018,2,1
Disorderly Conduct,A7,2018,2,1
Disorderly Conduct,A7,2018,2,1
Other,A1,2018,2,1
Disorderly Conduct,A7,2018,2,1
Confidence Games,A7,2018,2,1
Simple Assault,A1,2018,2,1
Vandalism,A1,2018,2,1
Vandalism,A1,2018,2,1
Medical Assistance,A1,2018,2,1
Motor Vehicle Accident Response,A15,2018,2,1
Motor Vehicle Accident Response,A1,2018,2,1
Aggravated Assault,A1,2018,2,1
Simple Assault,A1,2018,2,1
Aggravated Assault,A1,2018,2,1
Investigate Person,A7,2018,2,1
Motor Vehicle Accident Response,A1,2018,3,1
Robbery,A1,2018,3,1
Firearm Violations,A1,2018,3,1
Robbery,A15,2018,3,1
Commercial Burglary,A1,2018,3,1
Investigate Person,A7,2018,3,1
Medical Assistance,A1,2018,3,1
Vandalism,A1,2018,3,1
Robbery,A1,2018,3,1
Motor Vehicle Accident Response,A1,2018,3,1
Other Burglary,A1,2018,3,1
Larceny,A1,2018,3,1
Simple Assault,A7,2018,3,1
Property Lost,A1,2018,3,1
Investigate Person,A7,2018,3,1
Motor Vehicle Accident Response,A7,2018,3,1
Motor Vehicle Accident Response,A7,2018,3,1
Ballistics,A15,2018,3,1
Investigate Property,A15,2018,3,1
Investigate Person,A1,2018,3,1
Investigate Person,A1,2018,3,1
Medical Assistance,A1,2018,3,1
Investigate Person,A1,2018,3,1
Robbery,A1,2018,3,1
Motor Vehicle Accident Response,A7,2018,3,1
Vandalism,A15,2018,3,1
Property Lost,A1,2018,3,1
Investigate Property,A1,2018,3,1
Larceny,A1,2018,3,1
Larceny,A1,2018,3,1
Investigate Property,A1,2018,3,1
Towed,A1,2018,3,1
Auto Theft,A1,2018,3,1
Medical Assistance,A1,2018,3,1
Robbery,A7,2018,3,1
Simple Assault,A7,2018,3,1
Medical Assistance,A1,2018,3,1
Larceny From Motor Vehicle,A1,2018,3,1
Investigate Person,A1,2018,3,1
Larceny,A1,2018,3,1
Simple Assault,A7,2018,3,1
Motor Vehicle Accident Response,A1,2018,3,1
Simple Assault,A1,2018,3,1
Aggravated Assault,A1,2018,3,1
Investigate Person,A15,2018,3,1
Aggravated Assault,A1,2018,3,1
Investigate Person,A7,2018,3,1
Medical Assistance,A1,2018,3,1
Larceny From Motor Vehicle,A1,2018,3,1
Aggravated Assault,A7,2018,3,1
Simple Assault,A7,2018,3,1
Disorderly Conduct,A7,2018,3,1
Disorderly Conduct,A7,2018,3,1
Medical Assistance,A1,2018,3,1
Aggravated Assault,A1,2018,3,1
Simple Assault,A7,2018,3,1
Simple Assault,A1,2018,3,1
Robbery,A1,2018,3,1
Investigate Property,A1,2018,3,1
Medical Assistance,A1,2018,3,1
Medical Assistance,A1,2018,3,1
Larceny From Motor Vehicle,A7,2018,3,1
Motor Vehicle Accident Response,A1,2018,3,1
Drug Violation,A1,2018,3,1
Fraud,A1,2018,3,1
Missing Person Reported,A1,2018,3,1
Missing Person Located,A1,2018,3,1
Robbery,A1,2018,3,1
Simple Assault,A1,2018,3,1
Medical Assistance,A15,2018,3,1
Property Found,A1,2018,3,1
Robbery,A1,2018,3,1
Vandalism,A7,2018,3,1
Verbal Disputes,A7,2018,3,1
Medical Assistance,A1,2018,3,1
Towed,A7,2018,3,1
Missing Person Reported,A15,2018,3,1
Missing Person Located,A15,2018,3,1
Property Found,A1,2018,3,1
Fire Related Reports,A1,2018,3,1
Simple Assault,A7,2018,3,1
Simple Assault,A1,2018,3,1
Towed,A7,2018,3,1
Medical Assistance,A7,2018,3,1
